"","maxtempC","mintempC","sunHour","uvIndex","moon_illumination","DewPointC","FeelsLikeC","HeatIndexC","WindChillC","WindGustKmph","cloudcover","humidity","precipMM","pressure","tempC","visibility","winddirDegree","windspeedKmph","AQI","AQI_Explained","date_time","moonrise","moonset","sunrise","sunset"
"2127",23,17,8.7,5,0,9,20,20,20,9,24,51,0,1018,23,10,210,7,175,"Unhealthy",18197,350,332,366,310
"2128",25,16,8.7,6,1,8,22,22,21,13,1,49,0,1020,25,10,209,11,318,"Hazardous",18198,418,373,367,309
"2129",26,18,8.7,6,8,11,23,23,22,8,0,49,0,1023,26,10,117,7,329,"Hazardous",18199,485,417,367,308
"2130",26,20,8.7,6,12,11,23,23,23,9,1,48,0,1022,26,10,169,8,311,"Hazardous",18200,550,465,368,308
"2131",24,18,7.2,5,24,9,21,21,21,10,48,49,0,1022,24,10,104,8,320,"Hazardous",18201,611,516,369,307
"2132",24,17,8.7,6,31,11,20,20,20,10,39,59,0,1020,24,10,88,8,304,"Hazardous",18202,667,570,370,306
"2133",25,19,8.7,6,39,11,22,22,22,12,17,54,0,1020,25,10,42,10,331,"Hazardous",18203,718,625,370,305
"2134",22,18,5.6,4,46,12,19,21,19,15,51,60,0.4,1022,22,10,24,12,220,"Very unhealthy",18204,762,681,371,304
"2135",22,17,8.7,6,54,10,19,20,19,13,2,54,0,1021,22,10,152,12,237,"Very unhealthy",18205,81,681,372,303
"2136",21,16,7.2,4,61,9,18,19,18,10,50,54,0,1018,21,10,134,8,138,"Unhealthy for sensitive groups",18206,116,735,373,303
"2137",20,16,5.6,4,69,10,18,18,18,13,63,58,2.2,1019,20,10,41,10,150,"Unhealthy for sensitive groups",18207,148,70,374,302
"2138",20,15,8.7,5,76,7,17,18,17,17,25,52,0.1,1024,20,10,13,14,240,"Very unhealthy",18208,179,123,375,301
"2139",23,17,8.7,6,84,7,20,20,20,8,0,45,0,1024,23,10,171,7,138,"Unhealthy for sensitive groups",18209,208,176,375,300
"2140",23,16,8.7,6,91,7,19,20,19,12,3,47,0,1017,23,10,225,11,150,"Unhealthy for sensitive groups",18210,238,230,376,300
"2141",26,18,8.7,6,99,4,21,21,21,10,4,35,0,1017,26,10,234,8,257,"Very unhealthy",18211,269,284,377,299
"2142",21,16,8.7,5,100,10,19,19,19,19,34,57,0,1020,21,10,125,14,303,"Hazardous",18212,303,340,378,299
"2143",19,15,5.5,4,86,7,18,18,18,22,59,52,0,1022,19,10,266,16,175,"Unhealthy",18213,340,397,379,298
"2144",20,13,8.7,5,78,-1,15,16,15,14,3,33,0,1026,20,10,122,12,305,"Hazardous",18214,381,457,380,297
"2145",20,16,8.7,5,71,10,18,18,18,19,1,60,0,1020,20,10,160,16,150,"Unhealthy for sensitive groups",18215,429,516,380,297
"2146",22,17,8.7,5,63,12,19,19,19,22,8,65,0,1016,22,10,157,16,150,"Unhealthy for sensitive groups",18216,482,576,381,296
"2147",25,18,8.7,5,56,13,22,22,21,21,25,61,0,1015,25,10,191,15,162,"Unhealthy",18217,541,632,382,296
"2148",14,10,7.1,3,48,-2,12,13,12,25,71,40,0.1,1026,14,9,333,20,187,"Unhealthy",18218,603,685,383,295
"2149",16,9,8.7,4,41,-3,11,12,11,13,3,35,0,1029,16,10,171,11,309,"Hazardous",18219,668,732,384,295
"2150",17,12,8.7,4,33,4,14,15,14,14,21,49,0,1029,17,10,62,11,243,"Very unhealthy",18220,668,775,385,294
"2151",18,8,3.9,4,26,9,16,16,16,17,78,62,0.4,1025,18,10,113,13,160,"Unhealthy",18221,734,95,386,294
"2152",22,16,7.1,5,18,14,19,20,19,13,47,75,0,1021,22,10,84,10,150,"Unhealthy for sensitive groups",18222,80,132,386,294
"2153",20,17,3.8,4,10,17,19,19,19,14,79,89,1.2,1018,20,7,107,10,173,"Unhealthy",18223,145,169,387,293
"2154",21,15,3.8,4,3,15,18,19,18,17,87,81,0.4,1020,21,7,172,13,150,"Unhealthy for sensitive groups",18224,211,206,388,293
"2155",11,5,5.5,3,0,3,8,11,8,26,77,57,0,1032,11,10,67,21,227,"Very unhealthy",18225,277,245,389,293
"2156",14,4,5.5,3,0,4,10,11,10,12,64,58,0,1029,14,10,88,10,125,"Unhealthy for sensitive groups",18226,344,286,390,293
"2157",12,9,3.8,3,0,7,9,11,9,23,98,75,12.7,1028,12,8,321,17,125,"Unhealthy for sensitive groups",18227,410,333,391,292
"2158",12,8,7.1,3,4,3,8,11,8,21,74,60,0.5,1031,12,8,121,17,138,"Unhealthy for sensitive groups",18228,474,382,391,292
"2159",13,7,3.8,3,12,5,10,12,10,15,72,60,0,1031,13,10,34,12,138,"Unhealthy for sensitive groups",18229,534,436,392,292
"2160",14,11,3.8,3,20,8,12,13,12,11,81,73,4,1027,14,9,79,8,138,"Unhealthy for sensitive groups",18230,588,492,393,292
"2161",12,9,3.8,3,26,10,10,12,10,18,99,86,10.8,1025,12,7,259,14,162,"Unhealthy",18231,636,549,394,292
"2162",13,7,8.7,4,33,-3,8,10,8,22,15,43,0,1028,13,10,320,17,200,"Unhealthy",18232,678,605,395,292
"2163",15,8,8.7,4,41,-4,11,12,11,9,0,35,0,1031,15,10,311,7,318,"Hazardous",18233,715,660,396,292
"2164",14,11,8.7,4,48,-3,12,12,12,6,15,35,0,1032,14,10,226,5,335,"Hazardous",18234,748,714,396,292
"2165",14,9,8.7,3,55,0,10,11,10,13,43,48,0,1033,14,10,107,10,346,"Hazardous",18235,779,714,397,292
"2166",12,9,7.1,3,62,2,9,11,9,19,51,57,0.8,1034,12,9,41,16,316,"Hazardous",18236,89,767,398,292
"2167",13,9,8.7,4,70,0,10,11,10,11,0,48,0,1032,13,10,252,9,150,"Unhealthy for sensitive groups",18237,118,100,399,292
"2168",16,11,8.7,4,77,3,13,13,13,6,0,50,0,1030,16,10,251,5,263,"Very unhealthy",18238,148,153,399,292
"2169",14,10,7.1,3,84,2,12,12,12,9,16,52,0,1024,14,10,186,8,332,"Hazardous",18239,181,209,400,292
"2170",18,7,8.7,5,92,5,13,14,13,9,11,55,0,1021,18,10,184,7,340,"Hazardous",18240,216,265,401,292
"2171",17,10,8.7,3,99,2,12,13,12,15,28,47,0,1023,17,10,216,12,333,"Hazardous",18241,256,325,402,293
"2172",14,9,8.7,3,100,2,10,11,10,14,42,53,0,1028,14,10,54,11,350,"Hazardous",18242,302,385,402,293
"2173",17,10,8.7,4,87,6,13,14,13,15,18,62,0,1025,17,10,165,11,240,"Very unhealthy",18243,354,447,403,293
"2174",16,10,8.7,3,79,7,13,13,13,13,45,65,0.1,1026,16,10,178,10,223,"Very unhealthy",18244,413,505,404,293
"2175",17,13,5.4,4,72,10,14,15,14,21,47,72,0,1024,17,10,113,15,316,"Hazardous",18245,476,561,404,294
"2176",19,15,8.7,5,65,12,17,17,17,23,17,75,0,1019,19,10,146,16,162,"Unhealthy",18246,541,611,405,294
"2177",16,14,3.8,4,58,11,16,16,16,16,71,73,0,1019,16,10,237,12,223,"Very unhealthy",18247,607,656,406,294
"2178",10,7,3.8,2,50,4,6,9,6,21,100,71,0.9,1027,10,8,40,17,328,"Hazardous",18248,672,697,406,295
"2179",9,7,3.8,2,43,2,6,8,6,12,92,68,4.3,1028,9,8,104,9,223,"Very unhealthy",18249,672,734,407,295
"2180",11,8,3.8,2,36,2,7,9,7,14,69,62,0,1029,11,10,77,11,188,"Unhealthy",18250,737,770,407,296
"2181",11,5,3.8,3,28,8,8,10,8,18,100,87,14.2,1024,11,7,79,13,297,"Very unhealthy",18251,81,86,408,296
"2182",12,7,3.8,3,21,10,10,11,10,7,98,91,20.7,1020,12,5,181,6,210,"Very unhealthy",18252,144,122,408,297
"2183",14,10,7.1,3,14,7,11,12,11,13,63,76,3.3,1022,14,10,90,10,188,"Unhealthy",18253,209,161,409,297
"2184",12,7,3.8,3,7,8,9,11,9,19,99,81,9.9,1024,12,8,80,14,237,"Very unhealthy",18254,273,204,409,298
"2185",15,7,3.8,3,0,12,13,13,13,14,93,90,2.9,1019,15,7,119,10,247,"Very unhealthy",18255,338,251,410,298
"2186",12,7,3.8,3,0,7,8,11,8,26,88,76,5.2,1022,12,9,313,19,188,"Unhealthy",18256,399,303,410,299
"2187",13,7,8.7,4,0,-4,8,10,8,10,3,40,0,1029,13,10,286,9,220,"Very unhealthy",18257,456,358,411,300
"2188",12,6,8.7,2,8,2,7,9,7,15,47,60,0,1026,12,10,132,12,327,"Hazardous",18258,507,415,411,300
"2189",12,5,3.9,3,15,9,11,11,11,12,93,81,1.7,1021,12,9,196,8,320,"Hazardous",18259,552,472,411,301
"2190",13,8,7.1,3,22,6,10,11,10,18,54,69,0,1027,13,10,251,14,233,"Very unhealthy",18260,592,528,412,301
"2191",6,3,8.7,2,26,-3,2,5,2,20,51,56,0,1037,6,10,105,16,233,"Very unhealthy",18261,627,583,412,302
"2192",9,3,8.7,3,37,1,6,8,6,9,25,60,0,1032,9,10,102,8,264,"Very unhealthy",18262,659,637,412,303
"2193",11,5,3.9,3,44,7,8,10,8,13,84,78,0.2,1028,11,10,111,10,125,"Unhealthy for sensitive groups",18263,689,690,413,304
"2194",12,11,3.9,3,51,8,10,11,10,14,100,82,0.9,1027,12,8,85,10,140,"Unhealthy for sensitive groups",18264,718,690,413,304
"2195",10,4,3.9,2,59,7,8,10,8,13,99,83,1.1,1026,10,6,45,10,310,"Hazardous",18265,747,742,413,305
"2196",13,4,3.9,3,66,7,9,11,9,25,90,71,0,1025,13,10,104,17,313,"Hazardous",18266,778,76,413,306
"2197",20,9,8.7,5,73,14,16,16,16,26,40,83,0,1019,20,10,164,17,240,"Very unhealthy",18267,92,131,413,307
"2198",21,12,7.1,4,80,13,16,17,16,28,67,79,1,1014,21,5,207,21,214,"Very unhealthy",18268,129,189,413,307
"2199",10,7,7.1,2,88,1,6,8,6,22,45,60,0.1,1027,10,10,227,18,214,"Very unhealthy",18269,172,248,413,308
"2200",7,3,4,2,95,3,5,7,5,11,83,74,4.8,1026,7,8,31,9,297,"Very unhealthy",18270,221,310,414,309
"2201",10,1,4,2,100,6,6,8,6,15,100,80,4.6,1022,10,6,58,12,247,"Very unhealthy",18271,278,371,414,310
"2202",8,6,4,2,100,5,6,8,6,15,99,83,7.6,1021,8,7,40,11,162,"Unhealthy",18272,341,430,414,311
"2203",12,6,8.7,3,83,1,7,9,7,13,26,58,0.1,1024,12,10,250,11,271,"Very unhealthy",18273,407,484,413,312
"2204",11,6,8.7,2,76,1,7,8,7,8,28,61,0,1024,11,10,90,6,347,"Hazardous",18274,476,532,413,312
"2205",10,4,5.6,2,69,0,6,8,6,12,55,60,0.2,1026,10,10,205,10,358,"Hazardous",18275,543,576,413,313
"2206",9,4,5.6,2,61,-1,5,7,5,14,73,61,0.2,1028,9,10,63,11,354,"Hazardous",18276,609,615,413,314
"2207",8,3,4,2,54,6,5,7,5,16,100,87,5.5,1025,8,8,56,12,290,"Very unhealthy",18277,675,652,413,315
"2208",9,6,4,2,47,2,5,7,5,14,87,69,1,1026,9,8,140,11,162,"Unhealthy",18278,675,688,413,316
"2209",11,5,8.7,3,40,-1,6,7,6,9,34,59,0,1026,11,10,231,7,270,"Very unhealthy",18279,738,723,413,317
"2210",12,6,8.7,3,32,2,7,9,7,10,7,63,0,1025,12,10,260,9,329,"Hazardous",18280,82,761,412,318
"2211",15,6,8.7,4,25,3,10,11,10,9,1,60,0,1027,15,10,208,7,335,"Hazardous",18281,145,82,412,319
"2212",12,7,5.6,2,18,5,8,10,8,20,49,69,0,1026,12,10,118,15,355,"Hazardous",18282,208,126,412,319
"2213",12,7,4,3,11,9,10,11,10,10,85,85,3,1020,12,9,224,7,344,"Hazardous",18283,269,175,411,320
"2214",11,5,4,3,3,9,9,10,9,10,91,91,9.5,1023,11,7,168,8,332,"Hazardous",18284,327,228,411,321
"2215",10,4,4,2,0,6,7,9,7,20,100,79,12.8,1028,10,6,45,15,220,"Very unhealthy",18285,379,284,411,322
"2216",9,5,4,2,0,7,6,8,6,21,97,87,17.7,1027,9,7,33,15,301,"Hazardous",18286,426,341,410,323
"2217",9,7,4,2,4,6,5,8,5,27,100,87,12.9,1023,9,8,24,19,125,"Unhealthy for sensitive groups",18287,468,397,410,324
"2218",8,7,4,2,11,3,5,7,5,21,97,76,0.7,1021,8,10,341,16,150,"Unhealthy for sensitive groups",18288,505,454,409,325
"2219",8,5,5.6,2,18,1,3,6,3,21,69,70,0,1022,8,10,309,16,200,"Unhealthy",18289,538,507,409,326
"2220",9,6,8.7,3,26,-2,4,7,4,22,29,52,0,1023,9,10,307,17,334,"Hazardous",18290,569,561,408,327
"2221",8,5,8.7,3,33,-3,3,6,3,21,3,51,0,1023,8,10,315,18,328,"Hazardous",18291,599,613,408,328
"2222",12,5,8.7,3,37,-5,6,8,6,13,1,39,0,1026,12,10,278,11,329,"Hazardous",18292,627,666,407,328
"2223",13,6,8.7,4,49,-1,9,9,9,7,8,49,0,1027,13,10,121,6,305,"Hazardous",18293,657,720,407,329
"2224",12,7,8.7,3,57,2,8,9,8,12,34,62,0,1026,12,10,113,10,170,"Unhealthy",18294,689,720,406,330
"2225",12,9,8.7,3,64,3,9,10,9,13,61,62,0,1027,12,10,50,10,193,"Unhealthy",18295,723,775,405,331
"2226",12,7,7.2,3,72,4,8,10,8,12,59,68,0,1027,12,10,89,10,331,"Hazardous",18296,762,113,405,332
"2227",10,4,7.2,2,79,3,6,8,6,15,38,66,0,1030,10,10,60,12,125,"Unhealthy for sensitive groups",18297,88,172,404,333
"2228",8,6,4.1,2,87,1,4,7,4,21,97,66,1.1,1030,8,9,89,16,157,"Unhealthy",18298,139,232,403,334
"2229",8,4,4.1,2,95,5,5,7,5,18,100,86,10.7,1028,8,5,61,13,125,"Unhealthy for sensitive groups",18299,200,292,403,335
"2230",11,6,8.7,2,100,2,7,8,7,8,42,66,0,1031,11,10,38,6,138,"Unhealthy for sensitive groups",18300,265,349,402,336
"2231",15,7,8.7,4,100,3,11,11,11,8,1,57,0,1030,15,10,271,7,227,"Very unhealthy",18301,334,400,401,336
"2232",14,7,8.7,4,83,3,10,11,10,12,15,58,0,1026,14,10,191,10,327,"Hazardous",18302,404,448,400,337
"2233",11,7,4.1,3,75,8,8,10,8,20,87,84,8.1,1022,11,7,158,14,297,"Very unhealthy",18303,474,490,400,338
"2234",16,5,4.1,3,68,10,12,13,12,9,85,84,2.9,1019,16,9,261,7,162,"Unhealthy",18304,542,529,399,339
"2235",14,11,4.1,3,60,12,12,13,12,15,73,92,27.7,1015,14,8,155,10,250,"Very unhealthy",18305,608,566,398,340
"2236",16,13,5.7,4,53,13,14,15,14,20,84,92,0,1015,16,6,123,14,303,"Hazardous",18306,674,603,397,341
"2237",17,6,4.1,3,45,11,12,13,12,21,86,85,1.5,1019,17,6,237,15,138,"Unhealthy for sensitive groups",18307,674,641,396,341
"2238",5,0,8.7,1,38,-6,-3,2,-3,30,46,56,6,1028,5,9,315,24,138,"Unhealthy for sensitive groups",18308,739,681,395,342
"2239",7,-1,8.7,3,30,-6,1,5,1,24,2,45,0,1030,7,10,305,20,160,"Unhealthy",18309,83,725,394,343
"2240",11,4,8.7,3,22,-7,5,7,5,12,13,37,0,1032,11,10,235,10,138,"Unhealthy for sensitive groups",18310,144,772,393,344
"2241",11,4,8.7,2,15,1,6,8,6,14,46,61,0,1028,11,10,135,11,103,"Unhealthy for sensitive groups",18311,202,104,392,345
"2242",15,9,8.7,4,7,6,11,12,11,14,6,68,0,1030,15,10,109,12,100,"Moderate",18312,255,157,391,345
"2243",17,9,7.2,3,0,7,12,13,12,17,29,70,0,1029,17,10,197,13,112,"Unhealthy for sensitive groups",18313,304,214,390,346
"2244",19,13,8.7,5,0,4,15,16,15,14,4,53,0,1031,19,10,264,12,150,"Unhealthy for sensitive groups",18314,347,270,389,347
"2245",13,10,8.7,4,0,2,10,11,10,18,3,53,0,1029,13,10,114,15,321,"Hazardous",18315,384,326,388,348
"2246",20,11,8.7,5,0,9,14,15,14,22,15,69,0,1020,20,10,159,15,167,"Unhealthy",18316,419,380,387,349
"2247",23,15,5.7,5,8,13,19,20,19,21,52,74,4,1016,23,10,204,14,237,"Very unhealthy",18317,450,434,386,349
"2248",12,9,4.2,3,15,6,10,11,10,18,80,73,10.7,1024,12,7,28,15,318,"Hazardous",18318,480,487,385,350
"2249",12,8,8.7,3,23,3,8,10,8,16,29,63,0,1027,12,10,55,13,150,"Unhealthy for sensitive groups",18319,508,539,384,351
"2250",12,7,4.2,3,30,8,10,11,10,14,94,84,4.8,1020,12,10,111,11,167,"Unhealthy",18320,538,593,383,352
"2251",12,11,4.2,3,38,9,11,11,11,10,100,85,8.7,1017,12,7,78,8,200,"Unhealthy",18321,568,646,382,352
"2252",15,10,4.2,3,44,7,11,12,11,13,84,71,3,1019,15,10,186,11,147,"Unhealthy for sensitive groups",18322,601,702,381,353
"2253",13,8,8.7,4,51,2,8,10,8,17,29,58,0,1026,13,10,43,14,162,"Unhealthy",18323,637,702,380,354
"2254",14,8,7.2,3,58,3,9,10,9,10,58,62,0.6,1024,14,9,114,9,173,"Unhealthy",18324,678,759,378,354
"2255",13,8,8.7,4,65,0,9,10,9,12,35,52,0,1027,13,10,97,10,138,"Unhealthy for sensitive groups",18325,726,98,377,355
"2256",14,7,8.7,4,73,-2,8,9,8,14,13,46,0,1028,14,10,73,11,220,"Very unhealthy",18326,60,156,376,356
"2257",12,7,7.2,3,80,4,8,10,8,20,41,68,0.1,1020,12,10,135,16,167,"Unhealthy",18327,122,213,375,356
"2258",20,11,7.2,4,87,10,14,14,14,12,64,76,2.4,1015,20,10,196,9,163,"Unhealthy",18328,189,266,374,357
"2259",14,7,5.8,3,95,8,10,12,10,22,54,78,8.8,1016,14,9,106,17,315,"Hazardous",18329,258,315,373,358
"2260",16,12,4.3,3,100,12,13,14,13,22,98,90,0.8,1010,16,8,159,15,137,"Unhealthy for sensitive groups",18330,329,359,372,359
"2261",13,10,4.3,3,100,6,10,12,10,21,69,70,0.6,1018,13,8,277,16,138,"Unhealthy for sensitive groups",18331,399,400,370,359
"2262",14,8,10.2,3,84,4,10,11,10,12,37,61,0.1,1022,14,10,152,10,207,"Very unhealthy",18332,469,440,369,360
"2263",12,7,6,3,76,8,9,11,9,27,78,78,1.4,1019,12,9,137,19,318,"Hazardous",18333,538,477,368,361
"2264",14,8,6,3,69,10,11,12,11,15,97,86,1.4,1020,14,7,50,11,308,"Hazardous",18334,606,516,367,361
"2265",15,8,11.6,4,62,2,10,11,10,16,20,54,0,1024,15,10,240,12,160,"Unhealthy",18335,673,557,366,362
"2266",19,11,11.6,5,55,2,14,16,14,20,3,45,0,1021,19,10,236,17,150,"Unhealthy for sensitive groups",18336,673,601,364,363
"2267",14,9,11.6,3,47,1,10,11,10,16,38,49,0,1025,14,10,108,12,253,"Very unhealthy",18337,737,648,363,363
"2268",21,8,11.6,5,40,8,14,15,14,16,24,63,0,1020,21,10,210,12,125,"Unhealthy for sensitive groups",18338,78,699,362,364
"2269",23,14,11.6,6,33,11,19,20,19,15,7,65,0,1016,23,10,220,11,455,"Hazardous",18339,133,753,361,364
"2270",20,16,12.5,5,25,6,17,17,17,16,9,51,0,1017,20,10,251,13,419,"Hazardous",18340,183,89,359,365
"2271",17,12,12.5,5,18,4,14,15,14,17,4,49,0,1017,17,10,144,14,253,"Very unhealthy",18341,227,144,358,366
"2272",23,13,12.5,4,11,12,18,19,18,13,37,66,2.4,1012,23,10,156,10,150,"Unhealthy for sensitive groups",18342,266,201,357,366
"2273",22,14,12.5,5,4,12,18,18,18,15,38,71,7.2,1015,22,10,147,12,257,"Very unhealthy",18343,301,255,356,367
"2274",19,13,12.5,4,0,3,15,15,15,13,29,46,0,1021,19,10,72,10,293,"Very unhealthy",18344,333,309,355,368
"2275",18,12,12.6,5,0,5,14,15,14,21,23,54,0,1020,18,10,120,16,125,"Unhealthy for sensitive groups",18345,362,362,353,368
"2276",20,13,11.8,4,3,12,16,17,16,32,50,73,1.4,1014,20,10,148,23,183,"Unhealthy",18346,391,415,352,369
"2277",24,17,7.9,5,11,17,20,21,20,15,70,85,8.4,1011,24,10,194,10,175,"Unhealthy",18347,420,468,351,370
"2278",14,10,9.2,3,18,8,12,14,12,24,87,71,21.6,1019,14,8,33,19,257,"Very unhealthy",18348,450,521,350,370
"2279",9,6,7.9,2,25,3,5,8,5,18,84,73,10.7,1025,9,9,16,14,112,"Unhealthy for sensitive groups",18349,481,577,348,371
"2280",11,6,9.2,2,32,2,7,9,7,12,73,61,0.9,1022,11,10,80,10,112,"Unhealthy for sensitive groups",18350,516,632,347,372
"2281",12,4,7.9,3,40,8,9,11,9,13,100,85,1.9,1020,12,9,70,10,112,"Unhealthy for sensitive groups",18351,555,690,346,372
"2282",13,11,9.2,3,44,10,11,12,11,15,85,89,4.1,1018,13,10,97,11,204,"Very unhealthy",18352,599,690,345,373
"2283",16,11,10.6,3,56,7,12,13,12,13,66,70,3.7,1022,16,8,147,10,260,"Very unhealthy",18353,649,746,344,373
"2284",18,12,12.7,5,64,4,13,14,13,13,12,54,0,1024,18,10,69,11,127,"Unhealthy for sensitive groups",18354,706,83,342,374
"2285",19,11,12.7,5,71,3,14,14,14,9,18,48,0,1024,19,10,82,7,223,"Very unhealthy",18355,769,135,341,375
"2286",21,12,12.8,5,79,3,16,17,16,11,26,45,0,1025,21,10,140,9,312,"Hazardous",18356,115,184,340,375
"2287",16,10,12.8,4,87,1,12,13,12,15,10,49,0,1027,16,10,40,13,112,"Unhealthy for sensitive groups",18357,184,230,339,376
"2288",17,9,12.8,3,94,3,13,13,13,10,37,51,0,1023,17,10,97,8,125,"Unhealthy for sensitive groups",18358,253,271,337,377
"2289",19,9,11.9,4,100,4,13,13,13,13,63,53,0,1020,19,10,117,10,193,"Unhealthy",18359,324,310,336,377
"2290",23,13,12.8,5,100,3,17,17,17,11,9,39,0,1020,23,10,169,9,210,"Very unhealthy",18360,393,349,335,378
"2291",20,14,12.9,5,83,9,16,16,16,19,2,63,0,1021,20,10,125,16,270,"Very unhealthy",18361,464,387,334,379
"2292",19,14,12.9,5,76,11,15,16,15,22,14,74,0,1022,19,10,112,18,187,"Unhealthy",18362,533,428,333,379
"2293",15,8,8.1,3,68,10,11,13,11,21,89,80,3.7,1020,15,9,111,16,187,"Unhealthy",18363,601,471,331,380
"2294",18,9,12.9,3,61,3,12,13,12,32,24,52,0.1,1016,18,10,312,25,312,"Hazardous",18364,666,518,330,380
"2295",20,12,12.9,5,53,3,15,16,15,15,2,43,0,1019,20,10,306,13,321,"Hazardous",18365,666,570,329,381
"2296",20,12,11.9,4,46,4,15,15,15,13,66,46,0,1018,20,10,190,9,328,"Hazardous",18366,726,625,328,382
"2297",22,14,13,4,38,10,17,18,17,17,56,62,0.5,1014,22,10,184,13,308,"Hazardous",18367,60,682,327,382
"2298",23,16,13,6,30,11,19,19,19,24,19,62,0,1012,23,10,157,18,287,"Very unhealthy",18368,107,738,326,383
"2299",20,18,9.4,4,23,11,19,19,19,17,74,62,0.4,1013,20,8,257,11,309,"Hazardous",18369,147,75,325,384
"2300",17,13,8.1,4,15,8,16,16,16,11,79,62,1,1018,17,9,122,8,302,"Hazardous",18370,183,130,323,384
"2301",18,13,8.1,4,8,12,14,15,14,22,91,82,12.7,1013,18,8,212,17,247,"Very unhealthy",18371,216,184,322,385
"2302",23,14,12,4,0,11,18,18,18,8,48,66,0.5,1016,23,10,240,6,318,"Hazardous",18372,246,237,321,386
"2303",14,12,8.2,3,0,6,12,13,12,10,96,64,7.8,1022,14,9,93,8,167,"Unhealthy",18373,274,290,320,386
"2304",19,11,13.1,4,0,7,15,15,15,10,49,63,1,1023,19,9,197,8,173,"Unhealthy",18374,303,343,319,387
"2305",20,13,13.1,5,0,3,16,16,16,8,37,46,0,1023,20,10,145,6,177,"Unhealthy",18375,332,396,318,388
"2306",22,13,13.1,5,7,3,17,18,17,16,8,39,0,1021,22,10,237,12,277,"Very unhealthy",18376,363,452,317,388
"2307",26,15,13.1,5,15,8,21,21,20,20,23,48,0,1016,26,10,231,15,305,"Hazardous",18377,396,508,316,389
"2308",23,16,10.7,4,22,10,19,19,19,13,45,57,0.4,1019,23,10,93,11,250,"Very unhealthy",18378,434,565,315,390
"2309",20,14,10.7,4,30,9,16,17,16,17,65,63,2.1,1021,20,10,65,14,133,"Unhealthy for sensitive groups",18379,477,622,314,390
"2310",22,15,13.2,5,37,5,18,19,18,16,1,43,0,1023,22,10,142,13,157,"Unhealthy",18380,525,678,313,391
"2311",23,15,13.2,6,45,12,18,20,18,23,1,65,0,1018,23,10,148,18,150,"Unhealthy for sensitive groups",18381,579,678,312,392
"2312",28,19,13.2,7,52,16,24,24,23,17,13,67,0,1014,28,10,161,13,270,"Very unhealthy",18382,638,731,311,392
"2313",22,20,8.3,5,58,17,21,22,21,19,78,79,2.1,1012,22,9,147,13,287,"Very unhealthy",18383,701,60,310,393
"2314",27,16,8.3,5,65,18,23,23,22,20,86,78,14.6,1006,27,8,188,15,227,"Very unhealthy",18384,767,105,309,394
"2315",35,22,13.3,7,72,19,31,31,29,17,16,61,0,1004,35,10,215,13,313,"Hazardous",18385,114,146,308,394
"2316",32,19,13.3,7,80,19,30,30,28,12,3,60,0,1009,32,10,138,10,313,"Hazardous",18386,181,185,307,395
"2317",23,19,13.3,5,87,17,21,22,21,15,41,81,0,1009,23,10,103,13,207,"Very unhealthy",18387,249,222,307,396
"2318",26,19,13.3,6,94,16,23,23,22,14,40,70,0.2,1012,26,10,62,12,180,"Unhealthy",18388,319,259,306,397
"2319",24,19,13.3,6,100,15,21,21,21,27,26,73,0,1011,24,10,120,22,190,"Unhealthy",18389,388,298,305,397
"2320",25,20,8.3,5,100,19,24,24,22,38,88,83,2,1006,25,10,144,28,200,"Unhealthy",18390,459,340,304,398
"2321",28,22,9.6,6,84,19,26,26,24,15,81,74,10.8,1008,28,9,218,11,304,"Hazardous",18391,527,385,303,399
"2322",27,20,12,5,77,16,23,23,22,7,53,68,0,1012,27,10,190,6,325,"Hazardous",18392,592,436,303,399
"2323",27,21,13.4,7,70,17,26,26,24,12,7,65,0,1012,27,10,173,10,321,"Hazardous",18393,650,491,302,400
"2324",30,21,13.4,7,62,8,26,26,26,18,2,36,0,1012,30,10,255,16,163,"Unhealthy",18394,701,549,301,401
"2325",26,19,13.3,5,55,9,23,23,22,20,24,43,0,1016,26,10,118,16,138,"Unhealthy for sensitive groups",18395,701,607,300,401
"2326",24,19,12.1,5,48,16,22,22,21,30,46,71,3.6,1011,24,10,155,22,162,"Unhealthy",18396,745,666,300,402
"2327",25,21,8.7,5,40,20,25,25,23,15,77,86,17.1,1006,25,9,198,11,227,"Very unhealthy",18397,64,722,299,403
"2328",29,22,11,6,33,21,27,27,25,13,61,78,2.7,1005,29,10,177,10,333,"Hazardous",18398,98,777,298,403
"2329",35,21,13.9,8,26,21,32,32,29,13,26,64,0.2,1003,35,10,234,10,333,"Hazardous",18399,129,111,298,404
"2330",30,24,13.9,7,19,13,28,28,27,22,4,45,0,1002,30,10,284,18,243,"Very unhealthy",18400,158,164,297,405
"2331",30,21,13.9,7,11,7,25,25,25,13,4,33,0,1007,30,10,230,11,388,"Hazardous",18401,186,217,297,405
"2332",28,22,13.9,7,4,11,25,25,25,17,12,46,0,1010,28,10,124,14,260,"Very unhealthy",18402,215,270,296,406
"2333",25,21,13.9,5,0,15,24,24,23,31,36,65,0,1010,25,10,141,24,150,"Unhealthy for sensitive groups",18403,245,325,296,407
"2334",25,17,13.9,6,0,15,23,23,22,20,11,64,0,1009,25,10,136,17,160,"Unhealthy",18404,277,381,295,407
"2335",26,20,13.9,6,3,18,24,24,23,19,26,73,0,1009,26,10,138,16,163,"Unhealthy",18405,314,439,295,408
