"","maxtempC","mintempC","sunHour","uvIndex","moon_illumination","DewPointC","FeelsLikeC","HeatIndexC","WindChillC","WindGustKmph","cloudcover","humidity","precipMM","pressure","tempC","visibility","winddirDegree","windspeedKmph","AQI","AQI_Explained","date_time","moonrise","moonset","sunrise","sunset"
"216",34,25,13.3,8,55,26,38,38,30,14,11,80,0,1003,34,10,157,9,319,"Hazardous",16286,745,695,313,407
"217",33,26,13.3,7,63,27,38,38,30,17,10,85,0,1004,33,7,135,12,207,"Very unhealthy",16287,85,695,314,407
"218",32,26,13.3,7,70,27,37,37,30,18,14,85,0.1,1003,32,8,146,13,125,"Unhealthy for sensitive groups",16288,144,741,315,406
"219",31,26,13.3,6,77,26,35,35,29,18,32,85,0,1002,31,8,130,13,125,"Unhealthy for sensitive groups",16289,204,75,315,405
"220",29,25,12,6,84,25,32,32,27,12,65,91,5.4,1003,29,9,87,8,125,"Unhealthy for sensitive groups",16290,261,134,316,404
"221",30,24,10.8,6,92,25,32,32,27,6,79,89,0.4,1004,30,6,114,4,188,"Unhealthy",16291,316,199,316,403
"222",29,23,9.5,6,99,24,29,29,26,15,75,89,0,1004,29,8,273,11,305,"Hazardous",16292,366,266,317,402
"223",29,22,13.2,7,100,22,29,29,26,13,32,80,0,1005,29,10,62,9,183,"Unhealthy",16293,413,336,318,401
"224",26,24,10.8,6,87,22,28,28,25,14,67,81,0,1006,26,10,84,9,150,"Unhealthy for sensitive groups",16294,457,404,318,400
"225",30,24,13.2,7,79,23,31,31,27,17,49,79,0,1005,30,10,106,13,247,"Very unhealthy",16295,499,472,319,399
"226",29,22,8.2,6,72,25,30,30,26,16,75,91,0.6,1006,29,6,182,10,150,"Unhealthy for sensitive groups",16296,540,538,320,398
"227",27,22,12,6,65,22,28,28,25,11,59,86,0,1010,27,7,192,7,153,"Unhealthy",16297,582,602,320,397
"228",28,22,8.2,6,57,23,28,28,25,15,73,87,0.2,1010,28,8,90,10,217,"Very unhealthy",16298,624,664,321,396
"229",25,21,8.2,5,50,23,27,27,24,19,95,94,4.8,1007,25,7,239,12,175,"Unhealthy",16299,668,723,321,395
"230",26,21,8.2,5,43,22,26,26,23,11,93,95,15.2,1011,26,4,228,8,190,"Unhealthy",16300,714,779,322,394
"231",22,21,8.2,5,36,22,22,25,22,14,92,96,27,1011,22,3,30,9,150,"Unhealthy for sensitive groups",16301,714,113,323,393
"232",23,21,10.7,5,28,21,22,25,22,17,62,96,11.6,1010,23,6,135,11,175,"Unhealthy",16302,762,162,323,392
"233",28,19,13.1,6,21,23,27,27,25,11,42,88,0.2,1011,28,7,193,7,300,"Very unhealthy",16303,92,208,324,391
"234",29,23,13.1,6,14,24,31,31,27,15,26,89,0,1010,29,8,127,11,217,"Very unhealthy",16304,142,251,325,390
"235",31,23,13,7,7,25,33,33,28,9,38,85,0.1,1008,31,8,160,5,260,"Very unhealthy",16305,194,290,325,389
"236",32,26,12,6,0,26,35,35,29,16,49,84,6.5,1006,32,10,195,9,309,"Hazardous",16306,246,327,326,387
"237",29,23,12,6,0,23,30,30,26,15,59,85,0.2,1010,29,10,205,10,287,"Very unhealthy",16307,298,362,326,386
"238",28,22,11.9,6,1,22,28,28,25,12,58,83,0,1014,28,8,74,8,290,"Very unhealthy",16308,351,395,327,385
"239",24,21,8.1,5,8,21,25,25,23,21,92,90,3.7,1014,24,9,91,13,227,"Very unhealthy",16309,403,428,328,384
"240",30,22,13,6,15,24,31,31,26,7,52,89,1.3,1014,30,6,105,5,230,"Very unhealthy",16310,456,462,328,383
"241",27,22,9.4,6,22,24,29,29,25,8,63,91,7.2,1013,27,7,107,5,223,"Very unhealthy",16311,509,496,329,382
"242",28,21,12.9,6,30,22,28,28,25,12,58,88,0.4,1013,28,6,148,8,125,"Unhealthy for sensitive groups",16312,563,533,329,380
"243",28,22,10.6,6,33,23,28,28,25,16,66,88,0,1010,28,8,107,10,138,"Unhealthy for sensitive groups",16313,619,573,330,379
"244",30,24,12.9,6,46,24,31,31,27,17,65,88,2.4,1009,30,8,262,11,190,"Unhealthy",16314,676,617,330,378
"245",31,23,12.9,7,53,25,32,32,27,14,56,88,0.1,1008,31,8,241,9,247,"Very unhealthy",16315,733,666,331,377
"246",25,21,11.9,5,61,22,26,26,23,16,58,94,5.5,1009,25,7,281,11,214,"Very unhealthy",16316,71,666,332,376
"247",28,19,11.9,6,68,21,26,26,24,13,50,84,0.2,1010,28,9,223,9,337,"Hazardous",16317,127,721,332,374
"248",28,21,12.8,7,76,22,28,28,25,14,25,84,0,1011,28,10,113,10,326,"Hazardous",16318,182,61,333,373
"249",29,23,12.8,7,84,23,29,29,26,14,35,86,0,1010,29,8,73,10,253,"Very unhealthy",16319,233,125,333,372
"250",29,22,12.8,6,91,23,29,29,26,11,46,88,0.3,1009,29,6,78,8,170,"Unhealthy",16320,280,192,334,371
"251",28,21,11.9,6,99,22,27,27,25,11,47,82,0,1008,28,8,88,8,217,"Very unhealthy",16321,326,260,335,369
"252",28,23,10.6,6,100,22,28,28,25,14,60,84,0.4,1009,28,8,95,9,180,"Unhealthy",16322,369,329,335,368
"253",27,23,10.6,6,86,22,27,27,25,16,53,84,0,1011,27,10,69,11,250,"Very unhealthy",16323,412,396,336,367
"254",27,22,12.7,6,79,19,26,26,24,17,47,73,0,1012,27,10,84,11,138,"Unhealthy for sensitive groups",16324,455,463,336,366
"255",26,22,7.9,5,71,22,27,27,24,19,90,89,7.1,1009,26,9,144,12,138,"Unhealthy for sensitive groups",16325,497,527,337,364
"256",27,22,11.9,6,64,21,28,28,25,17,64,81,9,1013,27,9,120,12,125,"Unhealthy for sensitive groups",16326,542,590,337,363
"257",27,22,9.2,5,56,21,27,27,24,21,69,82,0.9,1013,27,10,81,14,162,"Unhealthy",16327,589,649,338,362
"258",27,22,11.9,5,48,20,26,26,24,19,46,80,0,1014,27,10,67,13,138,"Unhealthy for sensitive groups",16328,637,705,339,361
"259",26,21,6.1,5,41,20,26,26,24,19,58,79,0,1015,26,10,78,12,138,"Unhealthy for sensitive groups",16329,687,756,339,359
"260",27,22,7.5,5,33,20,27,27,24,18,63,79,0,1016,27,10,76,12,138,"Unhealthy for sensitive groups",16330,687,85,340,358
"261",22,19,6.1,5,26,19,21,23,21,20,95,87,0.2,1016,22,9,47,13,162,"Unhealthy",16331,737,129,340,357
"262",19,18,6.1,4,18,18,19,19,19,15,82,96,7,1013,19,5,298,10,217,"Very unhealthy",16332,69,169,341,356
"263",25,17,11.6,5,11,19,22,22,21,16,54,87,0.8,1012,25,7,160,10,273,"Very unhealthy",16333,121,207,341,354
"264",25,20,10.2,5,3,19,25,25,23,28,54,79,0.2,1013,25,10,53,18,138,"Unhealthy for sensitive groups",16334,173,242,342,353
"265",24,22,7.4,5,0,20,25,25,23,45,78,87,8.1,1011,24,9,51,27,138,"Unhealthy for sensitive groups",16335,226,276,343,352
"266",25,22,6,5,0,23,26,26,24,35,100,96,4.7,1005,25,9,152,23,188,"Unhealthy",16336,278,310,343,351
"267",26,20,6,5,0,21,25,25,23,23,67,88,0.1,1012,26,10,197,16,177,"Unhealthy",16337,331,344,344,349
"268",26,19,11.6,6,4,20,25,25,23,12,17,82,0,1015,26,10,53,8,301,"Hazardous",16338,384,378,344,348
"269",27,20,8.8,5,12,21,25,25,24,14,42,86,0.2,1014,27,9,120,10,315,"Hazardous",16339,439,414,345,347
"270",27,21,10.2,5,19,22,27,27,24,16,35,87,0.3,1015,27,9,120,11,240,"Very unhealthy",16340,494,454,345,345
"271",27,22,11.6,7,27,22,27,27,25,23,17,84,0,1013,27,10,126,16,162,"Unhealthy",16341,551,496,346,344
"272",29,22,11.6,6,34,23,29,29,25,22,44,87,6.9,1011,29,10,263,14,263,"Very unhealthy",16342,608,543,347,343
"273",22,17,6,5,42,18,21,22,21,27,86,85,0.1,1018,22,10,137,19,138,"Unhealthy for sensitive groups",16343,665,595,347,342
"274",24,16,11.6,6,48,17,20,21,20,11,18,81,0,1017,24,9,170,7,214,"Very unhealthy",16344,720,652,348,340
"275",26,16,10.2,5,55,18,23,23,22,12,39,79,0,1013,26,10,232,7,290,"Very unhealthy",16345,774,712,348,339
"276",24,16,11.6,6,62,17,22,24,22,19,10,76,0,1015,24,10,15,15,302,"Hazardous",16346,104,712,349,338
"277",24,15,11.6,6,69,16,21,22,21,18,2,75,0,1017,24,10,104,14,162,"Unhealthy",16347,151,776,350,337
"278",25,17,11.6,6,77,17,22,22,21,23,10,77,0,1019,25,10,266,16,200,"Unhealthy",16348,197,121,350,336
"279",23,16,11.6,6,84,15,20,21,20,21,9,73,0,1022,23,10,221,16,253,"Very unhealthy",16349,240,187,351,334
"280",23,15,8.8,5,91,14,20,20,20,17,30,72,0.1,1021,23,10,125,12,193,"Unhealthy",16350,282,254,352,333
"281",23,15,7.3,5,99,16,20,21,20,17,37,77,0.1,1020,23,10,52,12,147,"Unhealthy for sensitive groups",16351,324,321,352,332
"282",23,16,11.6,6,100,17,20,21,20,18,35,80,0.1,1018,23,10,46,12,175,"Unhealthy",16352,367,386,353,331
"283",24,18,8.7,5,87,17,21,22,21,23,41,80,0,1017,24,10,30,16,207,"Very unhealthy",16353,412,451,353,329
"284",25,18,7.3,5,80,19,23,23,22,26,58,82,0.3,1018,25,10,28,18,230,"Very unhealthy",16354,459,512,354,328
"285",24,19,11.6,5,72,16,21,22,21,37,52,72,0,1015,24,10,261,26,197,"Unhealthy",16355,507,572,355,327
"286",20,14,10.2,4,65,10,17,17,17,35,31,63,0.1,1019,20,10,323,24,207,"Very unhealthy",16356,558,627,355,326
"287",19,11,11.6,5,58,6,16,17,16,19,0,51,0,1021,19,10,323,14,301,"Hazardous",16357,609,678,356,325
"288",21,10,11.6,5,51,8,18,18,18,11,5,53,0,1021,21,10,277,8,336,"Hazardous",16358,661,724,357,324
"289",24,12,11.6,5,43,11,19,19,19,15,38,61,0,1023,24,10,126,9,335,"Hazardous",16359,714,766,357,323
"290",23,17,10.2,5,36,12,20,21,20,15,44,60,0,1022,23,10,108,10,125,"Unhealthy for sensitive groups",16360,714,85,358,321
"291",23,17,11.6,6,29,15,21,21,21,19,10,69,0,1021,23,10,116,13,125,"Unhealthy for sensitive groups",16361,766,122,359,320
"292",25,19,11.6,6,21,18,23,23,22,26,13,78,0,1018,25,10,150,18,150,"Unhealthy for sensitive groups",16362,98,156,359,319
"293",28,19,11.2,6,14,20,26,26,24,17,5,77,0,1014,28,10,178,12,305,"Hazardous",16363,150,190,360,318
"294",28,18,8.7,5,7,19,24,24,23,24,36,78,0,1015,28,10,272,18,312,"Hazardous",16364,203,223,361,317
"295",23,15,8.7,5,0,15,20,20,20,20,26,75,0,1022,23,10,220,16,303,"Hazardous",16365,256,257,362,316
"296",23,13,8.7,5,0,15,21,22,21,11,5,70,0,1021,23,10,89,9,250,"Very unhealthy",16366,311,293,362,315
"297",23,16,8.7,6,0,16,22,23,22,15,0,70,0,1019,23,10,146,12,197,"Unhealthy",16367,367,332,363,314
"298",24,17,8.7,6,7,16,22,23,22,16,2,70,0,1018,24,10,143,13,180,"Unhealthy",16368,424,374,364,313
"299",27,16,7.2,5,15,19,26,26,25,8,15,74,0,1019,27,10,135,6,180,"Unhealthy",16369,482,421,364,312
"300",21,15,8.7,4,22,14,19,20,19,22,32,76,0.3,1024,21,10,23,16,312,"Hazardous",16370,540,472,365,311
"301",21,14,8.7,5,29,13,18,19,18,17,24,70,0,1024,21,10,67,12,302,"Hazardous",16371,597,527,366,310
"302",20,18,4.1,4,36,16,19,19,19,22,75,79,0,1022,20,10,114,14,138,"Unhealthy for sensitive groups",16372,651,586,367,309
"303",21,19,5.7,4,44,18,20,20,20,10,83,89,2.2,1018,21,9,210,7,170,"Unhealthy",16373,702,648,368,308
"304",23,17,4.1,5,48,19,20,21,20,13,89,92,11.7,1016,23,7,278,9,297,"Very unhealthy",16374,749,711,368,307
"305",21,16,4.1,4,60,16,19,19,19,17,70,85,0,1017,21,10,313,13,306,"Hazardous",16375,73,711,369,306
"306",19,12,8.7,5,68,9,16,16,16,29,31,63,0,1021,19,10,326,20,323,"Hazardous",16376,115,775,370,306
"307",17,9,8.7,4,76,5,14,14,14,17,3,54,0,1024,17,10,218,13,314,"Hazardous",16377,156,119,371,305
"308",19,9,8.7,5,83,10,17,18,17,11,1,63,0,1022,19,10,100,8,243,"Very unhealthy",16378,197,183,371,304
"309",21,13,8.7,5,91,13,19,19,19,14,20,69,0,1019,21,10,142,11,257,"Very unhealthy",16379,239,247,372,303
"310",21,15,8.7,4,98,12,18,19,18,16,40,69,0.2,1023,21,10,216,12,233,"Very unhealthy",16380,282,311,373,302
"311",18,14,5.6,4,100,11,16,16,16,23,51,71,0,1026,18,10,38,16,348,"Hazardous",16381,328,374,374,302
"312",15,13,4.1,3,87,11,13,14,13,24,95,84,1.1,1025,15,7,18,16,273,"Very unhealthy",16382,375,435,375,301
"313",17,13,5.6,4,79,11,15,15,15,20,63,77,0.2,1025,17,10,66,14,183,"Unhealthy",16383,426,493,376,300
"314",18,13,8.7,5,72,10,15,15,15,16,41,72,0,1023,18,10,32,11,257,"Very unhealthy",16384,478,547,376,300
"315",19,13,7.1,4,64,10,17,17,17,8,42,64,0,1020,19,10,187,6,326,"Hazardous",16385,531,596,377,299
"316",19,13,8.7,5,57,7,15,16,15,20,9,58,0,1023,19,10,241,15,312,"Hazardous",16386,584,641,378,298
"317",14,9,8.7,4,49,1,12,13,12,15,17,43,0,1027,14,10,266,11,353,"Hazardous",16387,636,682,379,298
"318",16,7,8.7,4,41,2,16,16,16,9,0,40,0,1027,16,10,70,7,230,"Very unhealthy",16388,689,720,380,297
"319",17,11,7.1,4,34,9,15,16,15,16,46,64,1.8,1027,17,10,105,12,305,"Hazardous",16389,689,754,381,297
"320",17,14,7.1,4,26,11,15,15,15,14,63,76,1.3,1026,17,10,198,11,260,"Very unhealthy",16390,741,68,381,296
"321",15,10,8.7,4,19,5,11,13,11,23,9,62,0,1029,15,10,302,17,324,"Hazardous",16391,73,102,382,296
"322",15,9,8.7,4,11,6,12,13,12,18,8,65,0,1030,15,10,139,14,353,"Hazardous",16392,126,135,383,295
"323",16,10,8.7,3,4,8,13,14,13,18,40,70,0,1026,16,10,85,12,325,"Hazardous",16393,180,170,384,295
"324",18,13,8.7,5,0,11,16,16,16,20,18,72,0,1023,18,10,141,13,247,"Very unhealthy",16394,235,208,385,294
"325",21,15,8.7,5,0,14,19,20,19,17,7,74,0,1020,21,10,157,12,230,"Very unhealthy",16395,292,248,386,294
"326",22,14,8.7,4,0,16,19,19,19,7,22,82,1,1021,22,8,165,5,257,"Very unhealthy",16396,351,294,387,294
"327",22,17,5.5,4,4,17,19,19,19,24,42,87,0.8,1019,22,10,134,16,323,"Hazardous",16397,410,344,387,293
"328",20,14,3.8,4,11,15,17,18,17,24,70,87,0,1016,20,9,178,17,257,"Very unhealthy",16398,469,399,388,293
"329",13,12,3.8,3,19,10,12,13,12,21,89,83,5.9,1018,13,10,137,15,203,"Very unhealthy",16399,526,459,389,293
"330",16,10,8.7,4,26,10,15,16,15,12,7,71,0,1020,16,10,208,9,217,"Very unhealthy",16400,579,521,390,293
"331",19,13,7.1,4,34,13,16,17,16,32,24,78,0,1018,19,10,141,20,307,"Hazardous",16401,628,585,391,292
"332",16,13,8.7,3,41,11,14,15,14,22,41,77,0,1019,16,10,228,16,188,"Unhealthy",16402,674,648,392,292
"333",17,13,3.8,4,49,14,16,16,16,26,86,86,0.3,1018,17,10,105,17,317,"Hazardous",16403,716,712,392,292
"334",16,11,3.8,3,56,12,14,15,14,34,77,83,1.8,1016,16,10,301,24,287,"Very unhealthy",16404,756,712,393,292
"335",9,2,8.7,3,62,-3,3,7,3,34,15,52,0,1027,9,10,329,25,273,"Very unhealthy",16405,76,774,394,292
"336",7,0,7.1,1,69,-6,3,5,3,12,23,43,0,1028,7,10,320,10,313,"Hazardous",16406,116,117,395,292
"337",11,3,7.1,2,76,-1,5,7,5,17,50,56,0.4,1026,11,9,164,13,290,"Very unhealthy",16407,157,179,396,292
"338",7,2,8.7,3,84,-5,1,5,1,26,2,51,0,1029,7,10,316,20,323,"Hazardous",16408,200,241,397,292
"339",7,1,8.7,2,91,-8,3,6,3,18,3,36,0,1029,7,10,315,14,338,"Hazardous",16409,246,301,397,292
"340",9,3,8.7,3,98,-3,7,9,7,12,3,45,0,1028,9,10,231,10,328,"Hazardous",16410,295,360,398,292
"341",13,7,8.7,4,100,3,8,10,8,22,17,60,0,1025,13,10,232,15,332,"Hazardous",16411,346,415,399,292
"342",10,5,8.7,3,87,1,6,8,6,23,19,60,0,1031,10,10,260,16,321,"Hazardous",16412,399,467,400,292
"343",11,8,8.7,3,80,5,8,10,8,26,47,72,0,1032,11,10,63,16,345,"Hazardous",16413,453,514,400,292
"344",13,7,3.8,3,73,7,8,10,8,21,78,82,2.5,1026,13,10,239,15,227,"Very unhealthy",16414,506,558,401,292
"345",9,5,7.1,2,66,1,3,7,3,27,42,71,0,1029,9,10,329,20,305,"Hazardous",16415,559,597,402,293
"346",8,2,8.7,3,58,-6,2,6,2,23,8,45,0,1031,8,10,311,18,331,"Hazardous",16416,611,633,403,293
"347",8,2,8.7,3,51,-5,5,7,5,13,1,42,0,1032,8,10,325,11,332,"Hazardous",16417,663,668,403,293
"348",10,1,8.7,3,44,-2,9,10,9,12,1,46,0,1030,10,10,161,8,332,"Hazardous",16418,715,701,404,294
"349",13,8,8.7,3,36,3,8,10,8,30,36,60,0,1025,13,10,243,20,335,"Hazardous",16419,715,733,405,294
"350",5,1,8.7,2,29,-9,-1,4,-1,37,4,39,0,1032,5,10,315,27,332,"Hazardous",16420,768,767,405,294
"351",6,0,8.7,2,22,-11,1,4,1,20,0,31,0,1034,6,10,320,16,322,"Hazardous",16421,102,83,406,295
"352",8,2,8.7,3,15,-3,6,8,6,15,13,47,0,1034,8,10,145,10,311,"Hazardous",16422,157,121,406,295
"353",11,6,3.8,2,7,4,7,9,7,23,67,72,0.2,1027,11,10,232,14,322,"Hazardous",16423,215,164,407,295
"354",9,4,8.7,3,0,-1,4,7,4,23,3,58,0,1028,9,10,296,17,318,"Hazardous",16424,274,212,408,296
"355",6,2,8.7,2,0,-8,0,4,0,25,9,44,0,1031,6,10,317,19,312,"Hazardous",16425,334,265,408,296
"356",8,0,8.7,2,0,-6,4,6,4,13,5,40,0,1031,8,10,267,11,321,"Hazardous",16426,393,324,409,297
"357",12,5,8.7,3,7,1,7,9,7,20,19,57,0,1025,12,10,187,14,329,"Hazardous",16427,450,387,409,297
"358",13,6,8.7,3,14,-2,7,10,7,23,6,45,0,1027,13,10,241,16,316,"Hazardous",16428,502,453,410,298
"359",9,5,8.7,3,21,2,5,8,5,20,16,67,0,1030,9,10,18,15,355,"Hazardous",16429,551,518,410,298
"360",9,5,8.7,3,29,2,5,7,5,21,28,69,0,1030,9,10,41,14,220,"Very unhealthy",16430,596,584,410,299
"361",10,6,8.7,2,36,2,6,8,6,16,42,67,0,1030,10,10,38,11,187,"Unhealthy",16431,637,648,411,300
"362",10,5,5.5,2,43,2,7,9,7,14,43,64,0,1024,10,10,248,10,183,"Unhealthy",16432,678,711,411,300
"363",13,6,8.7,4,51,2,9,11,9,20,0,57,0,1020,13,10,264,15,311,"Hazardous",16433,718,711,412,301
"364",15,7,8.7,4,58,5,13,14,13,13,0,57,0,1020,15,10,225,10,311,"Hazardous",16434,757,773,412,302
"365",10,2,8.7,3,62,-3,5,8,5,35,12,46,0,1027,10,10,309,24,311,"Hazardous",16435,79,114,412,302
"366",5,-1,8.7,2,72,-13,-2,2,-2,24,1,31,0,1034,5,10,324,18,314,"Hazardous",16436,123,173,412,303
"367",8,0,8.7,2,80,-10,4,6,4,12,8,31,0,1030,8,10,245,8,305,"Hazardous",16437,170,232,413,304
"368",12,1,8.7,3,87,-2,7,9,7,18,11,48,0,1023,12,10,153,12,333,"Hazardous",16438,219,287,413,304
"369",16,7,8.7,4,94,3,13,14,13,14,1,51,0,1018,16,10,158,10,341,"Hazardous",16439,270,340,413,305
"370",18,11,7.1,4,100,7,13,14,13,29,54,67,0,1014,18,10,219,18,352,"Hazardous",16440,323,388,413,306
"371",9,4,5.5,2,100,1,3,7,3,34,77,67,0.5,1023,9,10,217,25,329,"Hazardous",16441,377,434,413,307
"372",7,2,8.7,3,84,-4,2,5,2,20,21,54,0,1028,7,10,330,16,321,"Hazardous",16442,430,475,413,308
"373",8,1,8.7,3,77,-6,5,7,5,14,0,40,0,1032,8,10,329,12,270,"Very unhealthy",16443,483,512,413,308
"374",11,2,8.7,3,69,-3,9,10,9,9,2,39,0,1030,11,10,290,7,328,"Hazardous",16444,535,547,414,309
"375",13,5,5.5,2,62,-1,8,9,8,13,46,49,0,1028,13,10,271,8,365,"Hazardous",16445,587,581,414,310
"376",15,6,8.7,4,55,0,10,11,10,18,5,48,0,1029,15,10,202,13,378,"Hazardous",16446,639,613,414,311
"377",9,5,5.5,2,48,1,4,7,4,23,59,68,0,1034,9,10,52,17,396,"Hazardous",16447,691,646,413,312
"378",9,6,4,2,40,5,5,8,5,23,92,84,5.8,1030,9,9,59,16,153,"Unhealthy",16448,691,681,413,313
"379",9,7,4,2,33,7,5,8,5,32,94,91,4.8,1025,9,10,295,22,147,"Unhealthy for sensitive groups",16449,744,717,413,313
"380",10,5,5.6,2,26,4,6,8,6,14,73,77,0.1,1028,10,10,289,11,175,"Unhealthy",16450,80,756,413,314
"381",9,6,4,2,19,3,6,8,6,17,88,71,0,1027,9,10,300,12,332,"Hazardous",16451,137,80,413,315
"382",7,3,8.7,2,11,0,3,6,3,17,15,66,0,1033,7,10,113,13,348,"Hazardous",16452,195,129,413,316
"383",11,2,8.7,3,4,0,5,7,5,18,28,63,0,1028,11,10,190,12,324,"Hazardous",16453,254,185,413,317
"384",11,4,8.7,3,0,-1,6,8,6,16,6,55,0,1028,11,10,180,11,321,"Hazardous",16454,312,246,412,318
"385",12,5,8.7,2,0,3,6,8,6,20,72,69,1.5,1025,12,10,123,14,334,"Hazardous",16455,368,311,412,319
"386",15,7,8.7,4,3,4,9,11,9,26,21,65,0,1022,15,10,267,18,243,"Very unhealthy",16456,420,379,412,320
"387",8,3,7.1,2,10,1,3,6,3,21,28,70,0,1026,8,10,316,16,340,"Hazardous",16457,468,447,411,321
"388",9,1,8.7,3,18,3,6,8,6,15,4,70,0,1023,9,10,159,11,355,"Hazardous",16458,513,514,411,321
"389",16,6,8.7,4,25,6,10,11,10,21,8,71,0,1022,16,10,147,13,347,"Hazardous",16459,556,581,411,322
"390",14,10,7.1,3,32,9,10,12,10,22,62,83,0.5,1021,14,9,250,14,345,"Hazardous",16460,597,645,410,323
"391",12,7,4,2,39,6,7,9,7,17,89,80,0,1024,12,10,189,12,352,"Hazardous",16461,638,708,410,324
"392",7,3,4,2,47,1,2,6,2,32,98,73,0,1028,7,10,14,23,347,"Hazardous",16462,680,708,409,325
"393",6,3,4,2,54,0,1,5,1,26,96,70,0,1029,6,10,23,19,304,"Hazardous",16463,723,768,409,326
"394",6,4,4,2,61,2,1,5,1,25,100,83,0.4,1027,6,10,106,18,160,"Unhealthy",16464,769,107,408,327
"395",6,1,7.2,1,69,-2,0,4,0,23,41,70,0,1032,6,10,296,18,162,"Unhealthy",16465,97,163,408,328
"396",5,0,7.2,1,72,-3,0,3,0,20,34,64,0,1035,5,10,137,16,325,"Hazardous",16466,146,216,407,329
"397",7,1,4.1,2,86,0,3,5,3,12,82,71,0,1034,7,10,162,9,267,"Very unhealthy",16467,198,265,407,330
"398",8,4,4.1,2,94,2,5,6,5,10,81,76,0.4,1032,8,9,40,8,167,"Unhealthy",16468,250,311,406,330
"399",7,4,4.1,2,100,2,4,6,4,15,87,78,0,1031,7,10,258,11,207,"Very unhealthy",16469,304,353,405,331
"400",9,3,7.2,2,100,-1,3,6,3,20,32,60,0,1029,9,10,308,16,293,"Very unhealthy",16470,356,391,405,332
"401",6,1,8.7,2,84,-4,1,4,1,18,17,54,0,1031,6,10,334,15,384,"Hazardous",16471,409,428,404,333
"402",8,0,8.7,3,76,-4,5,6,5,8,14,50,0,1028,8,10,206,6,344,"Hazardous",16472,461,462,403,334
"403",11,3,8.7,3,69,-1,7,8,7,10,16,53,0,1025,11,10,190,6,331,"Hazardous",16473,512,495,403,335
"404",6,0,8.7,2,61,-5,-1,4,-1,28,8,56,0,1033,6,10,140,21,345,"Hazardous",16474,565,528,402,336
"405",5,-1,8.7,2,53,-5,2,4,2,12,5,51,0,1033,5,10,178,10,277,"Very unhealthy",16475,617,561,401,337
"406",8,0,8.7,3,46,-2,5,7,5,14,8,54,0,1024,8,10,187,10,230,"Very unhealthy",16476,670,596,400,337
"407",15,4,8.7,4,38,-1,9,11,9,23,6,48,0,1017,15,10,243,14,320,"Hazardous",16477,670,633,399,338
"408",14,5,8.7,3,31,1,8,10,8,19,2,55,0,1019,14,10,262,14,329,"Hazardous",16478,725,674,399,339
"409",13,5,8.7,3,23,4,8,10,8,19,3,67,0,1021,13,10,109,15,378,"Hazardous",16479,61,719,398,340
"410",18,6,8.7,4,16,7,12,13,12,29,17,69,0,1019,18,10,153,19,308,"Hazardous",16480,118,770,397,341
"411",19,13,5.7,4,8,12,15,15,15,19,80,79,0,1015,19,10,222,12,313,"Hazardous",16481,175,107,396,342
"412",14,8,5.7,3,1,9,11,13,11,23,60,81,0,1019,14,9,276,17,317,"Hazardous",16482,231,168,395,342
"413",13,5,8.7,3,0,3,9,10,9,12,15,64,0,1022,13,8,65,9,345,"Hazardous",16483,284,234,394,343
"414",12,3,8.7,3,0,1,8,10,8,15,1,56,0,1027,12,10,41,13,352,"Hazardous",16484,334,302,393,344
"415",11,2,8.7,3,0,1,6,8,6,16,8,63,0,1028,11,10,67,12,318,"Hazardous",16485,381,371,392,345
"416",13,7,5.7,3,7,7,7,10,7,39,85,80,1.8,1020,13,9,145,26,153,"Unhealthy",16486,427,440,391,346
"417",11,9,4.2,2,14,8,8,10,8,18,91,87,8.1,1017,11,8,297,13,175,"Unhealthy",16487,470,507,390,346
"418",9,6,4.2,2,22,5,6,8,6,17,87,82,0.1,1022,9,10,180,12,308,"Hazardous",16488,513,574,389,347
"419",9,5,4.2,2,29,4,5,7,5,18,94,77,2.3,1022,9,10,65,13,351,"Hazardous",16489,556,637,388,348
"420",10,7,4.2,2,37,5,6,9,6,17,70,78,0.2,1019,10,9,87,12,314,"Hazardous",16490,601,699,387,349
"421",11,8,4.2,2,44,8,8,10,8,20,100,92,2,1017,11,7,76,14,305,"Hazardous",16491,646,699,386,349
"422",11,7,5.7,2,52,6,7,9,7,22,80,83,0.2,1022,11,8,80,17,177,"Unhealthy",16492,694,757,385,350
"423",7,5,4.2,2,60,3,3,6,3,28,93,78,10.3,1027,7,9,72,19,305,"Hazardous",16493,744,92,384,351
"424",7,3,4.2,2,67,4,2,5,2,25,92,89,1.3,1024,7,9,155,18,167,"Unhealthy",16494,75,142,383,352
"425",10,1,8.7,3,72,1,3,6,3,24,22,69,0,1027,10,10,311,17,175,"Unhealthy",16495,127,189,382,352
"426",11,2,8.7,2,79,3,6,8,6,22,35,67,2.3,1019,11,10,167,16,325,"Hazardous",16496,179,232,381,353
"427",15,5,5.7,3,86,5,7,10,7,27,61,71,1.2,1017,15,9,210,20,344,"Hazardous",16497,232,272,379,354
"428",7,3,5.7,2,94,-3,2,5,2,19,70,57,0,1027,7,10,66,14,329,"Hazardous",16498,284,309,378,355
"429",6,1,4.3,2,100,0,2,5,2,16,75,74,1,1027,6,10,85,12,160,"Unhealthy",16499,336,344,377,355
"430",8,4,5.8,2,100,2,4,6,4,16,75,75,0,1024,8,10,80,12,150,"Unhealthy for sensitive groups",16500,388,377,376,356
